tag,side,K,outcome,lift,ci_lo,ci_hi,n_cond_exc,n_cond_clusters,powered,null_spanning
FIT,below,20,cont_before_reentry_0.25,0.5101808057428465,0.4627720170903687,0.5543962930318838,114,114,True,False
FIT,below,20,cont_before_reentry_0.5,0.5808258696454329,0.520044221361021,0.6417533822420127,114,114,True,False
FIT,below,20,cont_before_reentry_0.75,0.5048136593874744,0.4355744272960006,0.5794825280719775,114,114,True,False
FIT,below,20,cont_before_reentry_1.0,0.4122639294220254,0.3379140884031151,0.48391161810021577,114,114,True,False
FIT,below,20,cont_before_reentry_1.5,0.27743114957566,0.21011180684925,0.35241182628552636,114,114,True,False
FIT,below,20,cont_before_reentry_2.0,0.22637616987018216,0.16377554340103614,0.3018316865139719,114,114,True,False
FIT,below,20,cont_before_stop_10,0.26022273657374795,0.18870499351723366,0.3334711378098045,114,114,True,False
FIT,below,20,cont_before_stop_20,0.32229713864009923,0.2529115273451211,0.39564798819719005,114,114,True,False
FIT,below,20,cont_before_stop_30,0.3508604206500956,0.2768957626449933,0.43011628651536904,114,114,True,False
FIT,below,20,cont_before_stop_40,0.3492838214082051,0.27264522227705784,0.42710901998035455,114,114,True,False
FIT,below,20,cont_before_stop_60,0.35186676059172795,0.27087263257876243,0.42888663714112135,114,114,True,False
FIT,below,20,cont_before_stop_80,0.34837811546073594,0.27287217921010753,0.4254295352571629,114,114,True,False
FIT,below,20,returned_to_poc,-0.22993190433061617,-0.30751390783761307,-0.15518342287383058,114,114,True,False
FIT,below,30,cont_before_reentry_0.25,0.516855100174578,0.4658085406735869,0.5653878463851343,92,92,True,False
FIT,below,30,cont_before_reentry_0.5,0.6601546263197273,0.607421892653035,0.7101522225087559,92,92,True,False
FIT,below,30,cont_before_reentry_0.75,0.5965375342921273,0.5192299129288283,0.6720910310075234,92,92,True,False
FIT,below,30,cont_before_reentry_1.0,0.4921647684761825,0.4067920404554686,0.5783058458244417,92,92,True,False
FIT,below,30,cont_before_reentry_1.5,0.3634342006816859,0.27959912566497813,0.45456055572334625,92,92,True,False
FIT,below,30,cont_before_reentry_2.0,0.29559813783356886,0.21445393184516948,0.37801852124750673,92,92,True,False
FIT,below,30,cont_before_stop_10,0.31361709202759996,0.2308766067993379,0.40065514512892986,92,92,True,False
FIT,below,30,cont_before_stop_20,0.3987654834150802,0.3077941709970308,0.48681820109843815,92,92,True,False
FIT,below,30,cont_before_stop_30,0.4378169423892261,0.3540222137206703,0.5236784183422966,92,92,True,False
FIT,below,30,cont_before_stop_40,0.4404356139329953,0.3501443883389105,0.526482275517497,92,92,True,False
FIT,below,30,cont_before_stop_60,0.42966996425305515,0.3442476140930294,0.5182377866105883,92,92,True,False
FIT,below,30,cont_before_stop_80,0.430376589907723,0.34270300004813786,0.5131885043860365,92,92,True,False
FIT,below,30,returned_to_poc,-0.2936237426219968,-0.376407807771148,-0.204741637172848,92,92,True,False
FIT,below,45,cont_before_reentry_0.25,0.5145667706551272,0.4642027175952715,0.5623888031106798,76,76,True,False
FIT,below,45,cont_before_reentry_0.5,0.6510013082419241,0.589611857689089,0.7056327172387871,76,76,True,False
FIT,below,45,cont_before_reentry_0.75,0.6056908523699306,0.5169675250883322,0.6860756690157861,76,76,True,False
FIT,below,45,cont_before_reentry_1.0,0.5482288417027271,0.45223569420210535,0.6349156911701958,76,76,True,False
FIT,below,45,cont_before_reentry_1.5,0.41778202676864246,0.3238620081214926,0.5198016956330331,76,76,True,False
FIT,below,45,cont_before_reentry_2.0,0.3447972225017611,0.25322664134176803,0.443612812607941,76,76,True,False
FIT,below,45,cont_before_stop_10,0.3347841400825199,0.23364207780217025,0.4293609434351564,76,76,True,False
FIT,below,45,cont_before_stop_20,0.44510415618395893,0.3503676805470141,0.5462568534893512,76,76,True,False
FIT,below,45,cont_before_stop_30,0.4824393680185166,0.3838671620928872,0.5803896939766569,76,76,True,False
FIT,below,45,cont_before_stop_40,0.4896346986011875,0.39353412111242586,0.5845349940809076,76,76,True,False
