sym,day,dir,risk,res,r
YM,2023-01-25,1,80.0,TARGET,1.9625
YM,2023-01-26,-1,92.0,FLAT,-0.6521739130434783
YM,2023-01-30,-1,66.0,TARGET,1.9545454545454546
YM,2023-02-02,1,101.0,FLAT,0.4158415841584158
YM,2023-02-03,1,93.0,TARGET,1.967741935483871
YM,2023-02-06,1,69.0,TARGET,1.9565217391304348
YM,2023-02-07,1,42.0,STOP,-1.0714285714285714
YM,2023-02-09,-1,64.0,TARGET,1.953125
YM,2023-02-22,1,89.0,STOP,-1.0337078651685394
YM,2023-02-22,1,76.0,FLAT,1.0394736842105263
YM,2023-03-06,-1,62.0,STOP,-1.0483870967741935
YM,2023-03-09,-1,66.0,FLAT,1.7727272727272727
YM,2023-03-09,-1,72.0,TARGET,1.9583333333333333
YM,2023-03-21,-1,73.0,FLAT,0.6438356164383562
YM,2023-03-24,-1,114.0,STOP,-1.0263157894736843
YM,2023-03-27,-1,83.0,FLAT,0.5542168674698795
YM,2023-03-27,-1,84.0,FLAT,0.6428571428571429
YM,2023-03-28,-1,63.0,FLAT,0.15873015873015872
YM,2023-03-30,1,50.0,STOP,-1.06
YM,2023-03-31,-1,36.0,STOP,-1.0833333333333333
YM,2023-04-05,-1,73.0,FLAT,0.4520547945205479
YM,2023-04-10,-1,48.0,STOP,-1.0625
YM,2023-04-12,-1,50.0,STOP,-1.06
YM,2023-04-21,-1,82.0,STOP,-1.0365853658536586
YM,2023-04-28,-1,65.0,STOP,-1.0461538461538462
YM,2023-05-05,-1,54.0,STOP,-1.0555555555555556
YM,2023-05-05,-1,66.0,FLAT,0.18181818181818182
YM,2023-05-15,1,38.0,STOP,-1.0789473684210527
YM,2023-05-15,1,64.0,FLAT,0.625
YM,2023-05-26,-1,63.0,FLAT,0.1746031746031746
YM,2023-06-05,-1,65.0,STOP,-1.0461538461538462
YM,2023-06-09,-1,37.0,STOP,-1.0810810810810811
YM,2023-06-20,1,30.0,TARGET,1.9
YM,2023-06-29,1,79.0,TARGET,1.9620253164556962
YM,2023-07-12,-1,63.0,TARGET,1.9523809523809523
YM,2023-07-13,1,30.0,STOP,-1.1
YM,2023-08-15,-1,79.0,FLAT,0.6962025316455697
YM,2023-08-24,-1,170.0,FLAT,1.2882352941176471
YM,2023-08-25,-1,79.0,STOP,-1.0379746835443038
YM,2023-08-25,-1,167.0,FLAT,-0.20359281437125748
YM,2023-08-28,-1,64.0,FLAT,1.125
YM,2023-09-05,-1,64.0,FLAT,0.5
YM,2023-09-11,-1,83.0,TARGET,1.963855421686747
YM,2023-09-13,-1,64.0,STOP,-1.046875
YM,2023-09-26,1,43.0,STOP,-1.069767441860465
YM,2023-09-27,1,58.0,STOP,-1.0517241379310345
YM,2023-10-09,-1,58.0,STOP,-1.0517241379310345
YM,2023-10-09,-1,38.0,TARGET,1.9210526315789473
YM,2023-10-20,1,66.0,STOP,-1.0454545454545454
YM,2023-10-26,1,69.0,STOP,-1.0434782608695652
YM,2023-10-31,1,132.0,FLAT,0.030303030303030304
YM,2023-10-31,1,68.0,FLAT,0.6323529411764706
YM,2023-11-20,-1,31.0,STOP,-1.096774193548387
YM,2023-11-22,-1,74.0,STOP,-1.0405405405405406
YM,2023-12-01,-1,37.0,STOP,-1.0810810810810811
YM,2023-12-01,-1,25.0,TARGET,1.88
YM,2023-12-05,1,57.0,FLAT,0.2807017543859649
YM,2023-12-06,-1,52.0,FLAT,1.0384615384615385
YM,2023-12-11,-1,65.0,TARGET,1.9538461538461538
YM,2023-12-21,-1,68.0,TARGET,1.9558823529411764
YM,2023-12-22,-1,38.0,TARGET,1.9210526315789473
YM,2023-12-22,-1,55.0,FLAT,0.7090909090909091
YM,2024-01-08,1,59.0,TARGET,1.9491525423728813
YM,2024-01-19,1,70.0,TARGET,1.957142857142857
YM,2024-02-01,-1,46.0,STOP,-1.065217391304348
YM,2024-02-01,-1,89.0,STOP,-1.0337078651685394
YM,2024-02-02,1,72.0,TARGET,1.9583333333333333
YM,2024-02-06,-1,46.0,TARGET,1.934782608695652
YM,2024-02-08,1,29.0,STOP,-1.103448275862069
YM,2024-02-14,-1,62.0,TARGET,1.9516129032258065
YM,2024-02-15,-1,66.0,FLAT,-0.5151515151515151
YM,2024-02-16,1,47.0,TARGET,1.9361702127659575
YM,2024-02-27,1,39.0,STOP,-1.0769230769230769
YM,2024-02-29,1,64.0,STOP,-1.046875
YM,2024-02-29,1,46.0,STOP,-1.065217391304348
YM,2024-03-01,1,64.0,TARGET,1.953125
YM,2024-03-19,-1,30.0,STOP,-1.1
YM,2024-03-20,-1,37.0,STOP,-1.0810810810810811
YM,2024-03-25,1,36.0,STOP,-1.0833333333333333
YM,2024-04-08,-1,30.0,STOP,-1.1
YM,2024-04-09,-1,95.0,TARGET,1.9684210526315788
YM,2024-04-18,-1,72.0,STOP,-1.0416666666666667
YM,2024-04-19,-1,57.0,STOP,-1.0526315789473684
YM,2024-05-03,-1,39.0,STOP,-1.0769230769230769
YM,2024-05-08,-1,32.0,STOP,-1.09375
YM,2024-05-10,-1,66.0,FLAT,0.9393939393939394
YM,2024-05-10,-1,41.0,TARGET,1.9268292682926829
YM,2024-05-15,-1,104.0,STOP,-1.0288461538461537
YM,2024-05-17,-1,26.0,STOP,-1.1153846153846154
YM,2024-05-21,-1,35.0,STOP,-1.0857142857142856
YM,2024-05-21,-1,33.0,STOP,-1.0909090909090908
YM,2024-05-22,-1,52.0,STOP,-1.0576923076923077
YM,2024-05-22,-1,28.0,TARGET,1.8928571428571428
YM,2024-06-04,1,101.0,FLAT,-0.0594059405940594
YM,2024-06-05,1,64.0,TARGET,1.953125
YM,2024-06-07,-1,110.0,FLAT,0.3090909090909091
YM,2024-06-11,1,102.0,FLAT,1.0392156862745099
YM,2024-06-13,1,63.0,STOP,-1.0476190476190477
YM,2024-06-18,-1,113.0,FLAT,0.2920353982300885
YM,2024-06-20,-1,43.0,STOP,-1.069767441860465
YM,2024-06-20,-1,51.0,FLAT,0.49019607843137253
YM,2024-06-28,-1,132.0,STOP,-1.0227272727272727
YM,2024-07-01,-1,99.0,TARGET,1.9696969696969697
YM,2024-07-11,-1,94.0,FLAT,0.32978723404255317
YM,2024-07-22,-1,56.0,TARGET,1.9464285714285714
YM,2024-07-23,-1,76.0,STOP,-1.0394736842105263
YM,2024-07-23,-1,49.0,TARGET,1.9387755102040816
YM,2024-07-24,1,72.0,FLAT,0.6666666666666666
YM,2024-07-31,-1,115.0,STOP,-1.0260869565217392
YM,2024-08-09,1,44.0,STOP,-1.0681818181818181
YM,2024-08-09,1,86.0,FLAT,0.29069767441860467
YM,2024-08-14,-1,65.0,STOP,-1.0461538461538462
YM,2024-08-14,-1,69.0,STOP,-1.0434782608695652
YM,2024-08-15,1,44.0,TARGET,1.9318181818181819
YM,2024-08-19,-1,103.0,STOP,-1.029126213592233
YM,2024-08-21,-1,74.0,STOP,-1.0405405405405406
YM,2024-08-21,-1,47.0,TARGET,1.9361702127659575
YM,2024-08-22,-1,151.0,FLAT,1.0596026490066226
YM,2024-08-27,-1,69.0,STOP,-1.0434782608695652
YM,2024-08-28,-1,61.0,TARGET,1.9508196721311475
YM,2024-08-28,-1,70.0,TARGET,1.957142857142857
YM,2024-08-29,1,122.0,TARGET,1.9754098360655739
YM,2024-09-04,-1,103.0,STOP,-1.029126213592233
YM,2024-09-05,-1,116.0,TARGET,1.9741379310344827
YM,2024-09-12,1,79.0,FLAT,0.5949367088607594
YM,2024-09-25,1,75.0,STOP,-1.04
YM,2024-10-01,1,73.0,STOP,-1.0410958904109588
YM,2024-10-01,1,74.0,STOP,-1.0405405405405406
YM,2024-10-03,1,127.0,STOP,-1.0236220472440944
YM,2024-10-23,1,60.0,STOP,-1.05
YM,2024-10-24,1,73.0,STOP,-1.0410958904109588
YM,2024-10-24,1,56.0,STOP,-1.0535714285714286
YM,2024-10-28,-1,46.0,TARGET,1.934782608695652
YM,2024-10-28,-1,60.0,STOP,-1.05
YM,2024-10-29,-1,102.0,FLAT,0.8725490196078431
YM,2024-10-30,-1,54.0,STOP,-1.0555555555555556
YM,2024-11-14,1,48.0,STOP,-1.0625
YM,2024-11-19,1,98.0,TARGET,1.969387755102041
YM,2024-11-20,1,114.0,STOP,-1.0263157894736843
YM,2024-11-21,1,110.0,TARGET,1.9727272727272727
YM,2024-12-02,-1,116.0,FLAT,0.8103448275862069
YM,2024-12-12,1,46.0,STOP,-1.065217391304348
YM,2024-12-12,1,67.0,STOP,-1.044776119402985
YM,2024-12-18,1,94.0,FLAT,0.4574468085106383
YM,2024-12-20,-1,66.0,STOP,-1.0454545454545454
YM,2024-12-27,-1,108.0,TARGET,1.9722222222222223
YM,2025-01-13,-1,90.0,STOP,-1.0333333333333334
YM,2025-01-15,-1,55.0,TARGET,1.9454545454545455
YM,2025-01-16,-1,82.0,FLAT,0.2926829268292683
YM,2025-01-20,-1,84.0,TARGET,1.9642857142857142
YM,2025-01-24,1,25.0,STOP,-1.12
YM,2025-01-29,-1,68.0,STOP,-1.0441176470588236
YM,2025-01-29,-1,89.0,FLAT,1.101123595505618
YM,2025-01-30,-1,68.0,STOP,-1.0441176470588236
YM,2025-02-13,-1,96.0,STOP,-1.03125
YM,2025-02-13,-1,70.0,STOP,-1.042857142857143
YM,2025-02-14,1,58.0,STOP,-1.0517241379310345
YM,2025-02-17,1,13.0,TARGET,1.7692307692307692
YM,2025-02-25,-1,200.0,FLAT,0.385
YM,2025-02-27,-1,128.0,STOP,-1.0234375
YM,2025-03-03,-1,95.0,TARGET,1.9684210526315788
YM,2025-03-06,-1,132.0,STOP,-1.0227272727272727
YM,2025-04-02,1,134.0,TARGET,1.9776119402985075
YM,2025-04-04,1,284.0,FLAT,-0.6443661971830986
YM,2025-04-11,1,252.0,FLAT,1.7103174603174602
YM,2025-04-14,-1,107.0,TARGET,1.97196261682243
YM,2025-04-16,1,107.0,TARGET,1.97196261682243
YM,2025-04-16,1,64.0,TARGET,1.953125
YM,2025-04-24,-1,116.0,STOP,-1.0258620689655173
YM,2025-05-06,1,129.0,STOP,-1.0232558139534884
YM,2025-05-06,1,137.0,FLAT,0.8321167883211679
YM,2025-05-06,-1,61.0,STOP,-1.0491803278688525
YM,2025-05-08,1,90.0,STOP,-1.0333333333333334
YM,2025-05-08,1,77.0,STOP,-1.0389610389610389
YM,2025-05-20,1,103.0,STOP,-1.029126213592233
YM,2025-05-21,1,79.0,FLAT,0.46835443037974683
YM,2025-05-26,-1,53.0,TARGET,1.9433962264150944
YM,2025-06-03,-1,40.0,STOP,-1.075
YM,2025-06-05,1,95.0,TARGET,1.9684210526315788
YM,2025-06-05,1,119.0,FLAT,1.1512605042016806
YM,2025-06-06,-1,69.0,TARGET,1.9565217391304348
YM,2025-06-13,1,118.0,TARGET,1.9745762711864407
YM,2025-06-30,-1,62.0,TARGET,1.9516129032258065
YM,2025-07-04,1,42.0,FLAT,-0.4523809523809524
YM,2025-07-08,1,63.0,STOP,-1.0476190476190477
YM,2025-07-08,1,96.0,STOP,-1.03125
YM,2025-07-10,-1,59.0,STOP,-1.0508474576271187
YM,2025-07-14,1,81.0,STOP,-1.037037037037037
YM,2025-07-21,-1,56.0,STOP,-1.0535714285714286
YM,2025-07-25,1,87.0,FLAT,0.41379310344827586
YM,2025-07-28,1,68.0,STOP,-1.0441176470588236
YM,2025-08-08,-1,88.0,TARGET,1.9659090909090908
YM,2025-08-08,-1,68.0,TARGET,1.9558823529411764
YM,2025-08-11,-1,90.0,FLAT,-0.5444444444444444
YM,2025-08-12,-1,144.0,STOP,-1.0208333333333333
YM,2025-08-13,-1,61.0,TARGET,1.9508196721311475
YM,2025-08-20,-1,79.0,TARGET,1.9620253164556962
YM,2025-09-02,1,226.0,FLAT,-0.7477876106194691
YM,2025-09-04,1,123.0,FLAT,1.2682926829268293
YM,2025-09-08,1,80.0,FLAT,1.3125
YM,2025-09-12,1,63.0,STOP,-1.0476190476190477
YM,2025-09-19,1,52.0,STOP,-1.0576923076923077
YM,2025-09-24,-1,106.0,FLAT,1.6132075471698113
YM,2025-09-29,1,42.0,STOP,-1.0714285714285714
YM,2025-09-30,-1,85.0,TARGET,1.964705882352941
YM,2025-10-01,-1,98.0,STOP,-1.030612244897959
YM,2025-10-07,-1,125.0,FLAT,1.744
YM,2025-10-10,-1,110.0,TARGET,1.9727272727272727
YM,2025-10-14,1,218.0,TARGET,1.9862385321100917
YM,2025-10-17,-1,143.0,STOP,-1.020979020979021
YM,2025-10-22,1,91.0,STOP,-1.032967032967033
YM,2025-10-31,1,82.0,STOP,-1.0365853658536586
YM,2025-11-03,1,83.0,TARGET,1.963855421686747
YM,2025-11-04,1,177.0,FLAT,0.632768361581921
YM,2025-11-05,1,119.0,FLAT,0.3697478991596639
YM,2025-11-05,1,60.0,STOP,-1.05
YM,2025-11-10,-1,78.0,TARGET,1.9615384615384615
YM,2025-11-14,1,116.0,TARGET,1.9741379310344827
YM,2025-11-18,1,168.0,STOP,-1.0178571428571428
YM,2025-11-19,-1,99.0,TARGET,1.9696969696969697
YM,2025-11-20,-1,73.0,STOP,-1.0410958904109588
YM,2025-11-20,-1,134.0,STOP,-1.0223880597014925
YM,2025-11-20,-1,61.0,TARGET,1.9508196721311475
YM,2025-11-26,-1,126.0,STOP,-1.0238095238095237
YM,2025-12-09,-1,131.0,FLAT,-0.1984732824427481
YM,2025-12-09,-1,42.0,STOP,-1.0714285714285714
YM,2025-12-10,-1,66.0,STOP,-1.0454545454545454
YM,2025-12-18,1,158.0,FLAT,0.10126582278481013
YM,2025-12-18,1,142.0,STOP,-1.0211267605633803
YM,2025-12-31,1,66.0,STOP,-1.0454545454545454
YM,2026-01-02,1,149.0,FLAT,0.7181208053691275
YM,2026-01-02,1,190.0,FLAT,0.7157894736842105
YM,2026-01-08,1,139.0,TARGET,1.9784172661870503
YM,2026-01-13,1,93.0,STOP,-1.032258064516129
YM,2026-01-14,1,113.0,STOP,-1.0265486725663717
YM,2026-01-14,1,78.0,TARGET,1.9615384615384615
YM,2026-01-16,1,131.0,FLAT,0.20610687022900764
YM,2026-01-19,1,82.0,FLAT,-0.3170731707317073
YM,2026-01-28,1,76.0,FLAT,1.0394736842105263
YM,2026-02-09,1,111.0,TARGET,1.972972972972973
YM,2026-02-16,1,56.0,STOP,-1.0535714285714286
YM,2026-02-19,1,179.0,FLAT,-0.7932960893854749
YM,2026-02-19,1,122.0,STOP,-1.0245901639344261
YM,2026-02-20,1,98.0,STOP,-1.030612244897959
YM,2026-02-23,-1,259.0,TARGET,1.9884169884169884
YM,2026-02-24,-1,196.0,FLAT,-0.40816326530612246
YM,2026-02-24,-1,91.0,FLAT,-0.46153846153846156
YM,2026-03-11,1,197.0,STOP,-1.015228426395939
YM,2026-03-19,1,180.0,STOP,-1.0166666666666666
YM,2026-03-19,1,231.0,FLAT,-0.5627705627705628
YM,2026-03-20,-1,160.0,FLAT,1.175
YM,2026-03-23,-1,193.0,STOP,-1.0155440414507773
YM,2026-03-27,1,186.0,STOP,-1.0161290322580645
YM,2026-03-30,1,92.0,TARGET,1.9673913043478262
YM,2026-04-17,-1,161.0,STOP,-1.0186335403726707
YM,2026-04-17,-1,92.0,STOP,-1.0326086956521738
YM,2026-04-22,-1,88.0,STOP,-1.0340909090909092
YM,2026-04-22,-1,74.0,FLAT,1.0945945945945945
YM,2026-05-04,1,41.0,STOP,-1.0731707317073171
YM,2026-05-07,-1,153.0,FLAT,0.8888888888888888
YM,2026-05-08,-1,105.0,FLAT,1.3428571428571427
YM,2026-05-08,-1,66.0,FLAT,1.2121212121212122
YM,2026-05-11,-1,72.0,FLAT,0.3888888888888889
YM,2026-05-18,-1,107.0,STOP,-1.02803738317757
YM,2026-05-26,1,106.0,STOP,-1.028301886792453
YM,2026-05-28,-1,66.0,STOP,-1.0454545454545454
YM,2026-06-02,-1,157.0,STOP,-1.019108280254777
GC,2021-05-05,-1,3.4999999999997726,STOP,-1.0857142857142912
GC,2021-05-11,1,5.399999999999864,FLAT,1.5740740740741475
GC,2021-06-08,1,11.099999999999909,FLAT,-0.24324324324325342
GC,2021-06-09,1,1.8999999999998636,FLAT,0.21052631578951272
GC,2021-06-11,1,2.8999999999998636,STOP,-1.1034482758620738
GC,2021-06-11,1,3.699999999999818,STOP,-1.081081081081085
GC,2021-06-16,1,3.5,STOP,-1.0857142857142856
GC,2021-06-23,-1,2.599999999999909,TARGET,1.8846153846153806
GC,2021-06-24,-1,1.2999999999999545,STOP,-1.2307692307692388
GC,2021-06-25,-1,2.400000000000091,TARGET,1.8750000000000049
GC,2021-07-01,-1,2.7999999999999545,STOP,-1.1071428571428588
GC,2021-07-13,-1,1.599999999999909,STOP,-1.1875000000000107
GC,2021-07-23,1,2.8999999999998636,TARGET,1.8965517241379262
GC,2021-07-29,-1,2.199999999999818,STOP,-1.1363636363636476
GC,2021-07-30,1,2.199999999999818,STOP,-1.1363636363636476
GC,2021-08-13,-1,4.999999999999773,STOP,-1.0600000000000027
GC,2021-08-23,-1,2.3999999999998636,TARGET,1.874999999999993
GC,2021-08-23,1,4.2999999999999545,FLAT,1.1860465116279406
GC,2021-08-30,-1,2.4999999999997726,FLAT,0.88000000000008
GC,2021-08-31,1,2.099999999999909,STOP,-1.142857142857149
GC,2021-09-01,-1,2.7999999999999545,STOP,-1.1071428571428588
GC,2021-09-02,1,2.699999999999818,TARGET,1.8888888888888815
GC,2021-09-14,-1,3.5,STOP,-1.0857142857142856
GC,2021-09-15,1,3.099999999999909,STOP,-1.09677419354839
GC,2021-09-15,1,2.699999999999818,STOP,-1.1111111111111185
GC,2021-09-22,-1,3.599999999999909,STOP,-1.0833333333333355
GC,2021-09-24,1,3.2999999999999545,TARGET,1.9090909090909078
GC,2021-09-28,-1,4.699999999999818,FLAT,-0.6808510638297846
GC,2021-10-01,-1,5.5,FLAT,-0.32727272727272727
GC,2021-10-04,-1,4.399999999999864,FLAT,-0.6818181818182133
GC,2021-10-12,-1,2.599999999999909,TARGET,1.8846153846153806
GC,2021-10-12,-1,2.599999999999909,FLAT,1.038461538461575
GC,2021-10-13,-1,3.599999999999909,STOP,-1.0833333333333355
GC,2021-10-14,-1,1.8999999999998636,STOP,-1.1578947368421164
GC,2021-10-20,-1,2.299999999999727,STOP,-1.130434782608711
GC,2021-10-27,1,4.099999999999909,TARGET,1.9268292682926813
GC,2021-10-28,-1,9.899999999999864,FLAT,-0.3333333333333379
GC,2021-11-01,-1,3.7999999999999545,STOP,-1.0789473684210535
GC,2021-11-10,-1,6.999999999999773,FLAT,0.9142857142857505
GC,2021-11-15,1,1.9999999999997726,TARGET,1.849999999999983
GC,2021-12-07,-1,1.2999999999999545,STOP,-1.2307692307692388
GC,2021-12-07,-1,2.5,STOP,-1.1199999999999999
GC,2021-12-09,-1,2.5,TARGET,1.8800000000000001
GC,2021-12-09,1,2.699999999999818,FLAT,-0.4444444444444239
GC,2021-12-09,1,2.7999999999999545,FLAT,-0.28571428571429036
GC,2021-12-10,-1,1.8999999999998636,STOP,-1.1578947368421164
GC,2021-12-20,1,3.799999999999727,FLAT,-0.026315789473674144
GC,2021-12-23,1,4.5,FLAT,0.9777777777777374
GC,2021-12-31,-1,2.3999999999998636,TARGET,1.874999999999993
GC,2022-01-05,-1,4.2000000000000455,FLAT,0.45238095238090414
GC,2022-01-11,1,2.599999999999909,TARGET,1.8846153846153806
GC,2022-01-12,-1,2.7999999999999545,STOP,-1.1071428571428588
GC,2022-01-26,1,3.599999999999909,FLAT,-0.555555555555519
GC,2022-01-28,-1,5.2999999999999545,FLAT,0.8679245283019115
GC,2022-02-01,-1,2.7999999999999545,STOP,-1.1071428571428588
GC,2022-02-08,-1,2.8999999999998636,STOP,-1.1034482758620738
GC,2022-02-10,-1,2.3999999999998636,STOP,-1.125000000000007
GC,2022-02-11,-1,2.799999999999727,STOP,-1.1071428571428674
GC,2022-02-14,-1,2.599999999999909,STOP,-1.1153846153846194
GC,2022-02-14,-1,2.8999999999998636,TARGET,1.8965517241379262
GC,2022-02-15,1,5.0,STOP,-1.06
GC,2022-02-16,-1,3.2999999999999545,STOP,-1.0909090909090922
GC,2022-02-24,1,5.499999999999773,STOP,-1.0545454545454567
GC,2022-03-04,-1,6.299999999999727,STOP,-1.0476190476190497
GC,2022-03-10,-1,4.199999999999818,TARGET,1.9285714285714253
GC,2022-03-10,1,11.699999999999818,FLAT,0.4273504273504301
GC,2022-03-11,1,4.599999999999909,TARGET,1.9347826086956508
GC,2022-03-11,1,8.0,FLAT,0.9124999999999887
GC,2022-03-16,1,5.900000000000091,FLAT,-0.27118644067799275
GC,2022-03-23,-1,3.900000000000091,FLAT,1.1025641025640536
GC,2022-04-05,1,4.099999999999909,STOP,-1.0731707317073187
GC,2022-04-12,-1,3.7999999999999545,TARGET,1.9210526315789465
GC,2022-04-20,-1,1.7999999999997272,STOP,-1.1666666666666918
GC,2022-04-25,1,5.400000000000091,STOP,-1.0555555555555547
GC,2022-04-26,1,4.7999999999999545,STOP,-1.0625000000000007
GC,2022-04-29,1,6.7000000000000455,FLAT,0.29850746268655837
GC,2022-05-05,-1,4.099999999999909,TARGET,1.9268292682926813
GC,2022-05-05,1,4.599999999999909,STOP,-1.065217391304349
GC,2022-05-11,-1,7.999999999999773,FLAT,-0.24999999999998437
GC,2022-05-17,1,2.5,STOP,-1.1199999999999999
GC,2022-05-17,1,4.2999999999999545,STOP,-1.069767441860466
GC,2022-06-10,1,3.699999999999818,STOP,-1.081081081081085
GC,2022-06-10,1,3.8999999999998636,TARGET,1.9230769230769205
GC,2022-06-14,1,2.7000000000000455,STOP,-1.1111111111111092
GC,2022-06-21,-1,3.7999999999999545,STOP,-1.0789473684210535
GC,2022-06-21,-1,4.2999999999999545,FLAT,1.1162790697674325
GC,2022-06-23,-1,2.2999999999999545,STOP,-1.1304347826086982
GC,2022-07-07,-1,3.3999999999998636,FLAT,0.5294117647058768
GC,2022-07-12,1,5.5,FLAT,0.1454545454545289
GC,2022-07-12,1,2.2999999999999545,FLAT,0.5652173913043195
GC,2022-07-22,-1,2.400000000000091,STOP,-1.1249999999999951
GC,2022-07-29,-1,3.2999999999999545,STOP,-1.0909090909090922
GC,2022-08-03,-1,3.8999999999998636,TARGET,1.9230769230769205
GC,2022-08-29,-1,3.400000000000091,FLAT,0.6764705882352493
GC,2022-08-30,1,3.599999999999909,STOP,-1.0833333333333355
GC,2022-08-30,1,2.799999999999727,FLAT,-0.03571428571427297
GC,2022-09-01,1,4.599999999999909,STOP,-1.065217391304349
GC,2022-09-01,1,3.2999999999999545,TARGET,1.9090909090909078
GC,2022-09-09,1,1.699999999999818,STOP,-1.176470588235313
GC,2022-10-07,1,5.2000000000000455,FLAT,1.2499999999999805
GC,2022-10-13,1,3.599999999999909,TARGET,1.9166666666666645
GC,2022-10-14,1,4.399999999999864,STOP,-1.0681818181818203
GC,2022-10-24,1,3.7999999999999545,FLAT,0.8947368421052859
GC,2022-10-26,-1,3.2000000000000455,STOP,-1.0937499999999987
GC,2022-10-27,-1,4.2000000000000455,FLAT,0.571428571428522
GC,2022-10-31,1,1.4999999999997726,STOP,-1.2000000000000304
GC,2022-11-01,1,2.7999999999999545,STOP,-1.1071428571428588
GC,2022-11-04,-1,2.7999999999999545,FLAT,-0.1071428571428589
GC,2022-11-07,-1,1.599999999999909,STOP,-1.1875000000000107
GC,2022-11-14,-1,4.099999999999909,FLAT,0.09756097560976934
GC,2022-11-24,-1,16.299999999999727,FLAT,0.06748466257669382
GC,2022-11-29,1,2.8999999999998636,TARGET,1.8965517241379262
GC,2022-11-30,1,2.699999999999818,FLAT,0.37037037037046266
GC,2022-12-02,1,4.7000000000000455,STOP,-1.0638297872340419
GC,2022-12-02,1,3.2999999999999545,TARGET,1.9090909090909078
GC,2022-12-06,-1,3.2000000000000455,FLAT,0.43749999999993694
GC,2022-12-08,-1,3.5,FLAT,0.8285714285714416
GC,2022-12-09,1,3.0,STOP,-1.0999999999999999
GC,2022-12-09,1,3.299999999999727,TARGET,1.9090909090909016
GC,2022-12-14,1,2.5,STOP,-1.1199999999999999
GC,2022-12-28,-1,3.7999999999999545,TARGET,1.9210526315789465
GC,2022-12-30,1,3.8999999999998636,STOP,-1.0769230769230795
GC,2023-01-03,-1,5.099999999999909,TARGET,1.9411764705882342
GC,2023-01-04,1,7.599999999999909,FLAT,-0.03947368421052679
GC,2023-01-05,1,3.599999999999909,FLAT,1.250000000000019
GC,2023-01-09,-1,4.7000000000000455,FLAT,0.1489361702127645
GC,2023-01-10,-1,3.0,STOP,-1.0999999999999999
GC,2023-01-17,1,1.9999999999997726,STOP,-1.150000000000017
GC,2023-01-23,1,3.199999999999818,TARGET,1.9062499999999947
GC,2023-02-06,-1,5.599999999999909,FLAT,0.8035714285714335
GC,2023-02-08,-1,2.3999999999998636,STOP,-1.125000000000007
GC,2023-02-14,1,8.499999999999773,FLAT,-0.6941176470588314
GC,2023-02-17,1,3.599999999999909,TARGET,1.9166666666666645
GC,2023-02-20,-1,1.9999999999997726,FLAT,1.100000000000125
GC,2023-02-21,1,4.2000000000000455,STOP,-1.0714285714285705
GC,2023-02-21,-1,2.199999999999818,TARGET,1.8636363636363524
GC,2023-02-22,1,2.7000000000000455,STOP,-1.1111111111111092
GC,2023-02-23,1,3.5,STOP,-1.0857142857142856
GC,2023-03-06,1,3.099999999999909,STOP,-1.09677419354839
GC,2023-03-09,-1,4.7999999999999545,FLAT,0.604166666666682
GC,2023-03-10,-1,2.7999999999999545,STOP,-1.1071428571428588
GC,2023-03-13,-1,13.299999999999955,STOP,-1.0225563909774438
GC,2023-03-21,1,3.2999999999999545,STOP,-1.0909090909090922
GC,2023-03-21,1,8.699999999999818,STOP,-1.0344827586206904
GC,2023-04-05,-1,6.899999999999864,TARGET,1.956521739130434
GC,2023-04-11,1,3.2000000000000455,FLAT,1.1249999999999414
GC,2023-04-19,-1,4.399999999999864,FLAT,-0.9545454545455048
GC,2023-04-20,-1,3.4999999999997726,STOP,-1.0857142857142912
GC,2023-04-20,-1,3.2999999999999545,STOP,-1.0909090909090922
GC,2023-04-20,-1,6.7999999999999545,FLAT,-0.1176470588235302
GC,2023-04-21,-1,10.499999999999773,FLAT,1.2000000000000346
GC,2023-04-21,1,6.599999999999909,FLAT,-0.25757575757574047
GC,2023-05-01,-1,2.799999999999727,TARGET,1.8928571428571326
GC,2023-05-05,1,6.599999999999909,STOP,-1.045454545454546
GC,2023-05-05,1,4.7999999999999545,TARGET,1.9374999999999993
GC,2023-05-08,-1,2.2999999999999545,STOP,-1.1304347826086982
GC,2023-05-15,1,2.199999999999818,TARGET,1.8636363636363524
GC,2023-05-17,1,4.599999999999909,FLAT,0.3478260869565484
GC,2023-05-24,1,2.9999999999997726,STOP,-1.1000000000000074
GC,2023-05-25,1,4.2999999999999545,STOP,-1.069767441860466
GC,2023-05-25,1,3.099999999999909,STOP,-1.09677419354839
GC,2023-06-05,-1,3.699999999999818,STOP,-1.081081081081085
GC,2023-06-08,-1,3.599999999999909,FLAT,-0.36111111111112026
GC,2023-06-08,-1,2.099999999999909,STOP,-1.142857142857149
GC,2023-06-09,1,5.2999999999999545,FLAT,0.07547169811321677
GC,2023-06-12,1,2.3999999999998636,STOP,-1.125000000000007
GC,2023-06-13,1,2.599999999999909,STOP,-1.1153846153846194
GC,2023-06-14,-1,3.3999999999998636,STOP,-1.0882352941176505
GC,2023-06-14,-1,2.8999999999998636,FLAT,0.13793103448278077
GC,2023-06-15,-1,4.0,STOP,-1.075
GC,2023-06-23,1,3.099999999999909,STOP,-1.09677419354839
GC,2023-06-28,1,6.999999999999773,FLAT,0.30000000000002275
GC,2023-06-28,1,2.0,TARGET,1.85
GC,2023-06-29,1,3.2999999999999545,FLAT,0.18181818181814297
