stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
sw-onx-reclaim,news_day<=p25 AND risk_pts>p50,65,64,0.06042834943870797,0.20815537178935906,0.14772702235065108,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts>p75,27,27,0.06042834943870797,0.2435515108572615,0.18312316141855353,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts<=p50,71,71,0.06042834943870797,0.09783063429050357,0.03740228485179559,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts>p50,58,58,0.06042834943870797,-0.04051358386166832,-0.10094193330037629,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts<=p25,34,34,0.06042834943870797,-0.012438908241071474,-0.07286725767977945,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts>p25,95,95,0.06042834943870797,0.05283273737732022,-0.007595612061387751,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day<=p75,99,99,0.06042834943870797,0.07957665164676399,0.019148302208056016,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day>p75,30,29,0.06042834943870797,-0.10939671141268809,-0.16982506085139606,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day<=p50,99,99,0.06042834943870797,0.07957665164676399,0.019148302208056016,0.0
sw-onx-reclaim,dist_to_level_R<=p50 AND risk_pts>p50,47,47,0.06042834943870797,0.0410311569943795,-0.01939719244432847,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day<=p25,99,99,0.06042834943870797,0.07957665164676399,0.019148302208056016,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day>p25,30,29,0.06042834943870797,-0.10939671141268809,-0.16982506085139606,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts<=p75,130,127,0.06042834943870797,0.031462182733599506,-0.028966166705108466,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts>p75,42,41,0.06042834943870797,0.1500855320973771,0.08965718265866912,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts<=p50,87,86,0.06042834943870797,0.03869479366758531,-0.02173355577112266,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts>p50,85,84,0.06042834943870797,0.08267328299268059,0.02224493355397262,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts<=p25,43,42,0.06042834943870797,-0.01604077262019544,-0.07646912205890341,0.0
sw-onx-reclaim,htf_aligned<=p75 AND risk_pts>p25,129,128,0.06042834943870797,0.08591805679167581,0.025489707352967843,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND news_day>p50,30,29,0.06042834943870797,-0.10939671141268809,-0.16982506085139606,0.0
sw-onx-reclaim,dist_to_level_R<=p50 AND risk_pts>p25,67,67,0.06042834943870797,0.10553558167958722,0.04510723224087925,0.0
sw-onx-reclaim,dist_to_level_R<=p50 AND news_day<=p75,67,67,0.06042834943870797,0.07183939089681322,0.011411041458105252,0.0
sw-onx-reclaim,dist_to_level_R<=p50 AND news_day<=p50,67,67,0.06042834943870797,0.07183939089681322,0.011411041458105252,0.0
sw-onx-reclaim,dist_to_level_R<=p50 AND news_day<=p25,67,67,0.06042834943870797,0.07183939089681322,0.011411041458105252,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND risk_pts<=p75,70,69,0.06042834943870797,-0.06405856652863393,-0.1244869159673419,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND risk_pts<=p50,48,48,0.06042834943870797,-0.03806513375314922,-0.09849348319185719,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND risk_pts>p50,38,38,0.06042834943870797,0.134178017780053,0.07374966834134503,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND risk_pts>p25,62,62,0.06042834943870797,0.06471847344506187,0.004290124006353903,0.0
sw-onx-reclaim,dist_to_level_R>p25 AND risk_pts<=p75,102,101,0.06042834943870797,-0.019408859044089004,-0.07983720848279698,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND news_day<=p50,62,62,0.06042834943870797,0.11781488025987644,0.057386530821168465,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND news_day<=p25,62,62,0.06042834943870797,0.11781488025987644,0.057386530821168465,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND risk_pts<=p75,28,28,0.06042834943870797,0.21677812063803606,0.15634977119932808,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND risk_pts>p50,27,27,0.06042834943870797,0.3472969229020227,0.28686857346331474,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND risk_pts>p25,34,34,0.06042834943870797,0.17836233162590462,0.11793398218719664,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND news_day<=p75,30,30,0.06042834943870797,0.14132244177230638,0.0808940923335984,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND news_day<=p50,30,30,0.06042834943870797,0.14132244177230638,0.0808940923335984,0.0
sw-onx-reclaim,dist_to_level_R<=p25 AND news_day<=p25,30,30,0.06042834943870797,0.14132244177230638,0.0808940923335984,0.0
sw-onx-reclaim,dist_to_level_R>p50 AND news_day<=p75,62,62,0.06042834943870797,0.11781488025987644,0.057386530821168465,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry<=p50,43,43,0.06042834943870797,-0.19876756650763525,-0.2591959159463432,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry>p50,43,43,0.06042834943870797,0.386182746597545,0.32575439715883703,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry>p25,67,66,0.06042834943870797,0.1326129180478717,0.07218456860916372,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND risk_pts<=p75,69,69,0.06042834943870797,0.038188955264276174,-0.022239394174431798,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND risk_pts<=p50,46,46,0.06042834943870797,0.05022927504423729,-0.01019907439447068,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND risk_pts>p50,40,40,0.06042834943870797,0.0006069176889184832,-0.05982143174978949,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND risk_pts>p25,62,62,0.06042834943870797,0.049697725368306925,-0.010730624070401047,0.0
sw-onx-reclaim,value_area_location<=p50 AND dist_to_level_R>p50,43,43,0.06042834943870797,0.0011569659626115836,-0.05927138347609639,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND news_day<=p50,69,68,0.06042834943870797,0.02943245409097472,-0.03099589534773325,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND news_day<=p25,69,68,0.06042834943870797,0.02943245409097472,-0.03099589534773325,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND dist_to_level_R<=p75,70,69,0.06042834943870797,0.10233100127765561,0.04190265183894764,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND dist_to_level_R<=p50,44,44,0.06042834943870797,0.05099704637836648,-0.00943130306034149,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND dist_to_level_R>p50,42,42,0.06042834943870797,0.002165555212941213,-0.05826279422576676,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND dist_to_level_R>p25,62,62,0.06042834943870797,0.003981419476963455,-0.05644692996174452,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND htf_aligned<=p75,86,85,0.06042834943870797,0.027149108832461098,-0.033279240606246874,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND htf_aligned<=p50,46,46,0.06042834943870797,0.04231534824128228,-0.01811300119742569,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND news_day<=p75,69,68,0.06042834943870797,0.02943245409097472,-0.03099589534773325,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND atr_pct<=p75,55,55,0.06042834943870797,0.08381293343361564,0.023384583994907664,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND atr_pct>p75,27,25,0.06042834943870797,0.13422122435164918,0.0737928749129412,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND atr_pct<=p50,33,33,0.06042834943870797,-0.10830207958981397,-0.16873042902852195,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND atr_pct>p50,49,47,0.06042834943870797,0.24097251066953573,0.18054416123082775,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND atr_pct>p25,66,64,0.06042834943870797,0.12022261184126183,0.05979426240255386,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window<=p75,55,55,0.06042834943870797,0.2983445779341211,0.23791622849541313,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window>p75,31,31,0.06042834943870797,-0.26935803362937244,-0.3297863830680804,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window<=p50,38,38,0.06042834943870797,0.2778502598541666,0.21742191041545864,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry<=p75,66,66,0.06042834943870797,0.025015129615818622,-0.03541321982288935,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window<=p25,28,28,0.06042834943870797,0.39208435635080485,0.3316560069120969,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window>p25,58,58,0.06042834943870797,-0.050336366102696865,-0.11076471554140484,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location<=p75,61,60,0.06042834943870797,0.2497676107466792,0.1893392613079712,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location>p75,25,25,0.06042834943870797,-0.2870788604672525,-0.34750720990596046,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location<=p50,42,42,0.06042834943870797,0.3971278019007672,0.33669945246205923,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location>p50,44,44,0.06042834943870797,-0.1959207939992296,-0.2563491434379376,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location<=p25,25,25,0.06042834943870797,0.4088376320794294,0.34840928264072146,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND value_area_location>p25,61,60,0.06042834943870797,-0.03544406652655114,-0.09587241596525911,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND entry_min_into_window>p50,48,48,0.06042834943870797,-0.05207202355400451,-0.11250037299271248,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND risk_pts<=p75,31,30,0.06042834943870797,-0.0065273009192420225,-0.06695565035795,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND risk_pts>p25,32,32,0.06042834943870797,0.09512124617501286,0.034692896736304886,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND news_day<=p75,26,26,0.06042834943870797,0.010796775380142377,-0.049631574058565595,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND news_day<=p50,26,26,0.06042834943870797,0.010796775380142377,-0.049631574058565595,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND news_day<=p25,26,26,0.06042834943870797,0.010796775380142377,-0.049631574058565595,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND dist_to_level_R<=p75,28,28,0.06042834943870797,-0.02604346463178376,-0.08647181407049173,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND dist_to_level_R>p25,30,29,0.06042834943870797,-0.0077502881784647995,-0.06817863761717277,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND htf_aligned>p50,40,40,0.06042834943870797,0.009707933512316774,-0.0507204159263912,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND htf_aligned<=p50,27,27,0.06042834943870797,0.2691119378407206,0.20868358840201265,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND htf_aligned<=p25,27,27,0.06042834943870797,0.2691119378407206,0.20868358840201265,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND atr_pct<=p75,25,25,0.06042834943870797,-0.046531496339076224,-0.1069598457777842,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND atr_pct>p50,27,26,0.06042834943870797,0.092039262234647,0.031610912795939035,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND atr_pct>p25,33,32,0.06042834943870797,0.0024825576677757685,-0.0579457917709322,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND entry_min_into_window<=p75,28,28,0.06042834943870797,0.25925236204883406,0.19882401261012608,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND entry_min_into_window>p25,28,28,0.06042834943870797,-0.09930377526138298,-0.15973212470009096,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND value_area_location<=p75,29,29,0.06042834943870797,0.14944073956487688,0.0890123901261689,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND htf_aligned<=p75,43,42,0.06042834943870797,-0.008633917061973702,-0.06906226650068167,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND htf_aligned<=p25,46,46,0.06042834943870797,0.04231534824128228,-0.01811300119742569,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND htf_aligned>p25,40,40,0.06042834943870797,0.009707933512316774,-0.0507204159263912,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND atr_pct<=p75,70,69,0.06042834943870797,-0.016872863860557037,-0.07730121329926501,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND atr_pct<=p50,51,51,0.06042834943870797,-0.00928598041346642,-0.06971432985217439,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND atr_pct>p50,34,33,0.06042834943870797,0.11263251197329245,0.05220416253458448,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND atr_pct<=p25,26,26,0.06042834943870797,-0.24749027122429942,-0.3079186206630074,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND atr_pct>p25,59,58,0.06042834943870797,0.16594351623452444,0.10551516679581646,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND entry_min_into_window<=p75,74,73,0.06042834943870797,0.09344447047828135,0.033016121039573375,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND vpoc_distance_at_entry>p25,62,62,0.06042834943870797,0.0715589714820135,0.011130622043305526,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND entry_min_into_window>p50,37,37,0.06042834943870797,-0.1252717218843484,-0.18570007132305638,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND entry_min_into_window>p25,65,65,0.06042834943870797,-0.0565334757983517,-0.11696182523705967,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND value_area_location<=p75,68,68,0.06042834943870797,-0.08567932781745899,-0.14610767725616697,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND value_area_location<=p50,44,44,0.06042834943870797,-0.3412561051204696,-0.40168445455917756,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND value_area_location>p25,68,67,0.06042834943870797,0.12165533702938817,0.0612269875906802,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND vpoc_distance_at_entry<=p75,63,63,0.06042834943870797,0.03588402856449896,-0.024544320874209012,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND vpoc_distance_at_entry<=p50,43,43,0.06042834943870797,-0.021433465801541228,-0.0818618152402492,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND vpoc_distance_at_entry>p50,43,43,0.06042834943870797,0.07573168346646338,0.015303334027755404,0.0
sw-onx-reclaim,volume_pace_at_entry>p50 AND entry_min_into_window<=p50,49,49,0.06042834943870797,0.14224238916964382,0.08181403973093584,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window>p25,89,89,0.06042834943870797,-0.05700567271402646,-0.11743402215273444,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location<=p75,95,93,0.06042834943870797,0.16753267075828263,0.10710432131957465,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location>p75,34,34,0.06042834943870797,-0.19310824979948063,-0.2535365992381886,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location<=p50,62,62,0.06042834943870797,0.15882464254522582,0.09839629310651785,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location>p50,67,67,0.06042834943870797,-0.0074209643126790445,-0.06784931375138702,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location<=p25,35,35,0.06042834943870797,0.0768375871726215,0.016409237733913527,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND value_area_location>p25,94,93,0.06042834943870797,0.0708575284873697,0.010429179048661731,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND htf_aligned>p25,32,32,0.06042834943870797,-0.19482138797040158,-0.25524973740910956,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p75,33,33,0.06042834943870797,0.18003475528938973,0.11960640585068175,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry<=p50,62,62,0.06042834943870797,-0.18215013163135255,-0.24257848107006053,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p50,67,67,0.06042834943870797,0.3081079311940055,0.2476795817552975,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry<=p25,29,29,0.06042834943870797,-0.14682938157821576,-0.20725773101692374,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p25,100,99,0.06042834943870797,0.13607975294622762,0.07565140350751964,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND risk_pts<=p75,38,38,0.06042834943870797,0.10885011182519266,0.04842176238648469,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND risk_pts<=p50,28,28,0.06042834943870797,0.05092227995352351,-0.009506069485184461,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND risk_pts>p25,31,31,0.06042834943870797,0.09446740126990333,0.034039051831195356,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry<=p75,96,95,0.06042834943870797,0.03550808650317344,-0.02492026293553453,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND dist_to_level_R<=p25,35,35,0.06042834943870797,0.14533092436820086,0.08490257492949288,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND dist_to_level_R>p25,94,93,0.06042834943870797,0.045354690169866804,-0.015073659268841168,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND htf_aligned<=p75,129,126,0.06042834943870797,0.07248002502987994,0.012051675591171963,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND htf_aligned<=p50,80,80,0.06042834943870797,0.19057294257341134,0.13014459313470336,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND htf_aligned>p50,49,49,0.06042834943870797,-0.12032473830649792,-0.1807530877452059,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND htf_aligned<=p25,80,80,0.06042834943870797,0.19057294257341134,0.13014459313470336,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND htf_aligned>p25,49,49,0.06042834943870797,-0.12032473830649792,-0.1807530877452059,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct<=p75,85,84,0.06042834943870797,0.07394023330684307,0.0135118838681351,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window<=p25,40,40,0.06042834943870797,0.3605857025100717,0.30015735307136376,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct<=p50,53,52,0.06042834943870797,-0.04852611523704219,-0.10895446467575017,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct>p50,71,69,0.06042834943870797,0.18475684556772562,0.12432849612901764,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct<=p25,27,26,0.06042834943870797,-0.04898874087950785,-0.10941709031821582,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct>p25,97,95,0.06042834943870797,0.12235616424218553,0.06192781480347755,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window<=p75,88,88,0.06042834943870797,0.24031265874534616,0.17988430930663818,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window>p75,41,41,0.06042834943870797,-0.2877461156277062,-0.34817446506641414,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window<=p50,56,56,0.06042834943870797,0.2645988982090587,0.2041705487703507,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND entry_min_into_window>p50,73,73,0.06042834943870797,-0.07489883658702431,-0.1353271860257323,0.0
sw-onx-reclaim,volume_pace_at_entry<=p75 AND atr_pct>p75,39,37,0.06042834943870797,0.10925466914522107,0.0488263197065131,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND risk_pts>p50,45,44,0.06042834943870797,0.15562116326269143,0.09519281382398345,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND risk_pts>p25,67,66,0.06042834943870797,0.11943537840733058,0.05900702896862261,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day<=p75,60,59,0.06042834943870797,0.16811537389869277,0.10768702445998479,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day>p75,26,25,0.06042834943870797,-0.07800268038674804,-0.13843102982545602,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day<=p50,60,59,0.06042834943870797,0.16811537389869277,0.10768702445998479,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day>p50,26,25,0.06042834943870797,-0.07800268038674804,-0.13843102982545602,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day<=p25,60,59,0.06042834943870797,0.16811537389869277,0.10768702445998479,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND news_day>p25,26,25,0.06042834943870797,-0.07800268038674804,-0.13843102982545602,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND news_day<=p75,35,35,0.06042834943870797,0.06676370733027395,0.0063353578915659806,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND dist_to_level_R>p75,27,27,0.06042834943870797,-0.07693933959997024,-0.13736768903867821,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND dist_to_level_R<=p50,42,42,0.06042834943870797,0.11614685255520943,0.05571850311650146,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND dist_to_level_R>p50,44,43,0.06042834943870797,0.07228829401243908,0.011859944573731108,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND dist_to_level_R>p25,67,66,0.06042834943870797,0.06491550989667537,0.004487160457967397,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND htf_aligned<=p75,86,84,0.06042834943870797,0.09370759004495487,0.033279240606246895,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND htf_aligned<=p50,54,54,0.06042834943870797,0.26468772516516603,0.20425937572645805,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND htf_aligned>p50,32,32,0.06042834943870797,-0.19482138797040158,-0.25524973740910956,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND htf_aligned<=p25,54,54,0.06042834943870797,0.26468772516516603,0.20425937572645805,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND dist_to_level_R<=p75,59,58,0.06042834943870797,0.17180025276381886,0.11137190332511088,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND news_day<=p50,35,35,0.06042834943870797,0.06676370733027395,0.0063353578915659806,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND news_day<=p25,35,35,0.06042834943870797,0.06676370733027395,0.0063353578915659806,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND dist_to_level_R<=p75,35,35,0.06042834943870797,0.07056514246569738,0.010136793026989409,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND dist_to_level_R>p25,35,35,0.06042834943870797,0.00950989413375742,-0.05091845530495055,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND htf_aligned<=p75,43,43,0.06042834943870797,0.024273322665192165,-0.03615502677351581,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND atr_pct<=p75,40,40,0.06042834943870797,-0.07140772406179483,-0.1318360735005028,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND atr_pct<=p50,31,31,0.06042834943870797,-0.0476022425802391,-0.10803059201894707,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND atr_pct>p25,28,28,0.06042834943870797,0.20917185385243672,0.14874350441372874,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND risk_pts<=p50,41,41,0.06042834943870797,0.02575366822060985,-0.03467468121809812,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND entry_min_into_window<=p50,31,31,0.06042834943870797,0.08744027884076103,0.027011929402053055,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND entry_min_into_window>p25,34,34,0.06042834943870797,-0.044725890861791746,-0.10515424030049972,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND value_area_location<=p75,34,34,0.06042834943870797,-0.19135216935519503,-0.251780518793903,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND value_area_location>p25,35,35,0.06042834943870797,-0.015718080512399334,-0.0761464299511073,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND vpoc_distance_at_entry<=p75,33,33,0.06042834943870797,0.015239880300085364,-0.04518846913862261,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND vpoc_distance_at_entry>p25,29,29,0.06042834943870797,-0.009870812190707685,-0.07029916162941566,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND risk_pts<=p75,61,60,0.06042834943870797,0.023853210526768497,-0.036575138911939475,0.0
sw-onx-reclaim,volume_pace_at_entry<=p50 AND risk_pts>p75,25,24,0.06042834943870797,0.2641522760693295,0.20372392663062153,0.0
sw-onx-reclaim,volume_pace_at_entry>p75 AND entry_min_into_window<=p75,41,41,0.06042834943870797,0.05308118615070783,-0.007347163288000141,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry<=p50,67,66,0.06042834943870797,-0.06790724899218126,-0.12833559843088924,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p50,62,62,0.06042834943870797,0.3520546697322291,0.29162632029352115,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry<=p25,36,35,0.06042834943870797,-0.15594672861969597,-0.21637507805840395,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p25,93,92,0.06042834943870797,0.24614716205624854,0.18571881261754056,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry<=p75,100,98,0.06042834943870797,0.1356499030701553,0.07522155363144731,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry>p75,29,29,0.06042834943870797,0.12802115634160452,0.06759280690289654,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry<=p50,71,69,0.06042834943870797,0.10790613490227287,0.047477785463564896,0.0
sw-onx-reclaim,volume_pace_at_entry<=p25 AND value_area_location>p25,31,31,0.06042834943870797,-0.16536834923074553,-0.2257966986694535,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry<=p25,37,36,0.06042834943870797,-0.03100477002699547,-0.09143311946570344,0.0
sw-onx-reclaim,absorption_pre_5<=p75 AND volume_pace_at_entry>p25,92,90,0.06042834943870797,0.20026935143392272,0.13984100199521474,0.0
sw-onx-reclaim,absorption_pre_5>p75 AND risk_pts<=p75,40,39,0.06042834943870797,-0.12063177926692101,-0.181060128705629,0.0
