stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
zxck-10am-keyopen,absorption_pre_5>p50 AND value_area_location<=p50,26,26,-0.09703196347031955,-0.23717948717948711,-0.14014752370916755,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND value_area_location>p50,31,31,-0.09703196347031955,-0.11559139784946233,-0.018559434379142786,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND atr_pct<=p50,40,40,-0.09703196347031955,-0.2583333333333332,-0.16130136986301363,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND value_area_location>p25,44,44,-0.09703196347031955,-0.08333333333333322,0.013698630136986328,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND vpoc_distance_at_entry<=p75,40,40,-0.09703196347031955,-0.18333333333333318,-0.08630136986301364,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND vpoc_distance_at_entry<=p50,27,27,-0.09703196347031955,-0.1203703703703703,-0.023338406900050748,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND vpoc_distance_at_entry>p50,31,31,-0.09703196347031955,-0.18010752688172038,-0.08307556341140084,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND vpoc_distance_at_entry>p25,41,41,-0.09703196347031955,-0.1808943089430893,-0.08386234547276976,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND volume_pace_at_entry<=p75,49,49,-0.09703196347031955,-0.08333333333333323,0.013698630136986314,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND volume_pace_at_entry<=p50,39,39,-0.09703196347031955,-0.23717948717948706,-0.1401475237091675,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND volume_pace_at_entry>p25,37,37,-0.09703196347031955,-0.16441441441441434,-0.0673824509440948,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND news_day<=p25,43,43,-0.09703196347031955,-0.24612403100775188,-0.14909206753743232,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND direction_long<=p50,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND direction_long<=p25,25,25,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND direction_long>p25,32,32,-0.09703196347031955,-0.23958333333333326,-0.1425513698630137,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND risk_pts<=p75,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND risk_pts<=p50,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND risk_pts<=p25,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND news_day<=p75,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND news_day<=p50,43,43,-0.09703196347031955,-0.24612403100775188,-0.14909206753743232,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND direction_long<=p75,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND vpoc_distance_at_entry<=p75,67,67,-0.09703196347031955,-0.17288557213930336,-0.07585360866898382,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND vpoc_distance_at_entry<=p50,44,44,-0.09703196347031955,0.007575757575757652,0.1046077210460772,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p50,42,42,-0.09703196347031955,-0.3928571428571427,-0.2958251793868231,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p25,65,65,-0.09703196347031955,-0.3294871794871795,-0.23245521601685992,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND direction_long<=p75,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND direction_long<=p50,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND direction_long<=p25,48,48,-0.09703196347031955,-0.27083333333333326,-0.1738013698630137,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND news_day<=p75,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND risk_pts<=p75,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND risk_pts<=p50,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND risk_pts<=p25,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND news_day<=p75,86,86,-0.09703196347031955,-0.25775193798449614,-0.16071997451417658,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND news_day<=p50,51,51,-0.09703196347031955,-0.6715686274509806,-0.574536663980661,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND news_day<=p25,51,51,-0.09703196347031955,-0.6715686274509806,-0.574536663980661,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND dist_to_level_R<=p75,57,57,-0.09703196347031955,-0.10087719298245605,-0.0038452295121365054,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND dist_to_level_R>p75,29,29,-0.09703196347031955,-0.5660919540229884,-0.46905999055266884,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND direction_long>p25,38,38,-0.09703196347031955,-0.24122807017543857,-0.144196106705119,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND htf_aligned<=p50,58,58,-0.09703196347031955,-0.08333333333333323,0.013698630136986314,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND htf_aligned>p50,28,28,-0.09703196347031955,-0.4047619047619047,-0.30772994129158515,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND htf_aligned<=p25,58,58,-0.09703196347031955,-0.08333333333333323,0.013698630136986314,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND htf_aligned>p25,28,28,-0.09703196347031955,-0.4047619047619047,-0.30772994129158515,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND atr_pct<=p75,69,69,-0.09703196347031955,-0.3586956521739129,-0.26166368870359336,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND atr_pct<=p50,49,49,-0.09703196347031955,-0.24659863945578225,-0.1495666759854627,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND atr_pct>p50,37,37,-0.09703196347031955,-0.11036036036036027,-0.013328396890040728,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND atr_pct<=p25,28,28,-0.09703196347031955,-0.011904761904761835,0.08512720156555771,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND value_area_location>p25,63,63,-0.09703196347031955,-0.11507936507936496,-0.018047401609045416,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND entry_min_into_window<=p75,74,74,-0.09703196347031955,-0.15090090090090078,-0.05386893743058123,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND entry_min_into_window<=p50,54,54,-0.09703196347031955,-0.12037037037037031,-0.023338406900050762,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND entry_min_into_window>p50,32,32,-0.09703196347031955,-0.3020833333333332,-0.20505136986301364,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND entry_min_into_window<=p25,27,27,-0.09703196347031955,-0.30555555555555547,-0.2085235920852359,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND entry_min_into_window>p25,59,59,-0.09703196347031955,-0.13418079096045185,-0.037148827490132305,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND value_area_location<=p75,62,62,-0.09703196347031955,-0.30913978494623645,-0.2121078214759169,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND value_area_location<=p50,47,47,-0.09703196347031955,-0.2109929078014183,-0.11396094433109875,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND value_area_location>p50,39,39,-0.09703196347031955,-0.1602564102564102,-0.06322444678609064,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND atr_pct>p25,58,58,-0.09703196347031955,-0.27298850574712635,-0.1759565422768068,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND value_area_location>p25,65,65,-0.09703196347031955,-0.17564102564102552,-0.07860906217070597,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND vpoc_distance_at_entry<=p75,61,61,-0.09703196347031955,-0.26366120218579225,-0.1666292387154727,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p75,25,25,-0.09703196347031955,-0.24333333333333335,-0.14630136986301379,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND vpoc_distance_at_entry<=p50,39,39,-0.09703196347031955,-0.13461538461538458,-0.037583421145065035,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p50,47,47,-0.09703196347031955,-0.35992907801418433,-0.2628971145438648,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND vpoc_distance_at_entry>p25,68,68,-0.09703196347031955,-0.2892156862745098,-0.19218372280419022,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND volume_pace_at_entry<=p75,70,70,-0.09703196347031955,-0.2404761904761904,-0.14344422700587084,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND dist_to_level_R<=p50,31,31,-0.09703196347031955,-0.14784946236559138,-0.05081749889527183,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND volume_pace_at_entry>p50,35,35,-0.09703196347031955,-0.22619047619047616,-0.1291585127201566,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND volume_pace_at_entry<=p25,26,26,-0.09703196347031955,-0.04487179487179481,0.052160168598524737,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND volume_pace_at_entry>p25,60,60,-0.09703196347031955,-0.3499999999999999,-0.25296803652968036,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND direction_long<=p75,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND direction_long<=p50,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND risk_pts<=p75,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND risk_pts<=p50,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND risk_pts<=p25,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND volume_pace_at_entry<=p50,51,51,-0.09703196347031955,-0.27941176470588225,-0.1823798012355627,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND dist_to_level_R>p50,55,55,-0.09703196347031955,-0.3196969696969697,-0.22266500622665014,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND dist_to_level_R>p25,70,70,-0.09703196347031955,-0.3261904761904762,-0.22915851272015664,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND htf_aligned<=p75,85,85,-0.09703196347031955,-0.24803921568627452,-0.15100725221595496,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND htf_aligned<=p50,48,48,-0.09703196347031955,-0.18749999999999992,-0.09046803652968037,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND htf_aligned>p50,37,37,-0.09703196347031955,-0.3265765765765765,-0.22954461310625696,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND htf_aligned<=p25,48,48,-0.09703196347031955,-0.18749999999999992,-0.09046803652968037,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND htf_aligned>p25,37,37,-0.09703196347031955,-0.3265765765765765,-0.22954461310625696,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND atr_pct<=p75,59,59,-0.09703196347031955,-0.4731638418079095,-0.37613187833758993,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND value_area_location>p50,41,41,-0.09703196347031955,-0.20528455284552835,-0.1082525893752088,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND atr_pct>p50,50,50,-0.09703196347031955,-0.1433333333333332,-0.046301369863013656,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND atr_pct>p25,69,69,-0.09703196347031955,-0.28623188405797095,-0.1891999205876514,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND entry_min_into_window<=p75,64,64,-0.09703196347031955,-0.2708333333333332,-0.17380136986301364,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND entry_min_into_window<=p50,41,41,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND entry_min_into_window>p50,45,45,-0.09703196347031955,-0.4166666666666666,-0.319634703196347,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND entry_min_into_window>p25,63,63,-0.09703196347031955,-0.35317460317460314,-0.2561426397042836,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND value_area_location<=p75,69,69,-0.09703196347031955,-0.27173913043478254,-0.17470716696446298,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND value_area_location<=p50,45,45,-0.09703196347031955,-0.30555555555555547,-0.2085235920852359,0.0
zxck-10am-keyopen,absorption_pre_5<=p75 AND atr_pct<=p50,36,36,-0.09703196347031955,-0.41666666666666663,-0.31963470319634707,0.0
sw-0830-secondleg,atr_pct>p50 AND htf_aligned<=p50,31,31,-0.22614411696606102,-0.13463096186300444,0.09151315510305658,0.0
sw-0830-secondleg,atr_pct>p25 AND risk_pts<=p75,34,34,-0.22614411696606102,-0.2526762694348594,-0.026532152468798365,0.0
sw-0830-secondleg,atr_pct>p25 AND risk_pts<=p50,26,26,-0.22614411696606102,-0.24405883476892737,-0.017914717802866353,0.0
sw-0830-secondleg,atr_pct>p25 AND risk_pts>p25,34,34,-0.22614411696606102,-0.2386490647992563,-0.012504947833195279,0.0
sw-0830-secondleg,atr_pct>p25 AND news_day<=p75,46,46,-0.22614411696606102,-0.21308322664065749,0.013060890325403529,0.0
sw-0830-secondleg,atr_pct>p25 AND news_day<=p50,46,46,-0.22614411696606102,-0.21308322664065749,0.013060890325403529,0.0
sw-0830-secondleg,atr_pct>p25 AND news_day<=p25,26,26,-0.22614411696606102,-0.35013845853110365,-0.12399434156504263,0.0
sw-open-drive-pcr,news_day>p25,27,27,-0.03096644308945471,0.19437089829257467,0.22533734138202938,0.0
sw-0830-secondleg,atr_pct>p25 AND dist_to_level_R>p50,25,25,-0.22614411696606102,-0.002317181966005194,0.22382693500005582,0.0
sw-0830-secondleg,atr_pct>p25 AND dist_to_level_R>p25,37,37,-0.22614411696606102,-0.12149968448280356,0.10464443248325746,0.0
sw-0830-secondleg,atr_pct>p25 AND htf_aligned<=p75,46,46,-0.22614411696606102,-0.21308322664065749,0.013060890325403529,0.0
sw-0830-secondleg,atr_pct>p25 AND htf_aligned<=p50,46,46,-0.22614411696606102,-0.21308322664065749,0.013060890325403529,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND risk_pts<=p75,36,36,-0.22614411696606102,-0.04683250740948974,0.17931160955657127,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND risk_pts>p25,35,35,-0.22614411696606102,-0.03154991860635087,0.19459419835971015,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND news_day<=p75,49,49,-0.22614411696606102,-0.07986217010920238,0.14628194685685864,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND news_day<=p50,49,49,-0.22614411696606102,-0.07986217010920238,0.14628194685685864,0.0
sw-0830-secondleg,atr_pct>p25 AND dist_to_level_R<=p75,31,31,-0.22614411696606102,-0.39060504188920425,-0.16446092492314324,0.0
sw-0830-secondleg,atr_pct<=p75 AND risk_pts>p25,32,32,-0.22614411696606102,-0.03416464879465103,0.19197946817140998,0.0
sw-0830-secondleg,atr_pct<=p75 AND news_day<=p75,46,46,-0.22614411696606102,-0.15012954716410865,0.07601456980195237,0.0
sw-0830-secondleg,atr_pct<=p75 AND news_day<=p50,46,46,-0.22614411696606102,-0.15012954716410865,0.07601456980195237,0.0
sw-0830-secondleg,atr_pct<=p75 AND news_day>p25,26,26,-0.22614411696606102,-0.07780399487437462,0.1483401220916864,0.0
sw-0830-secondleg,atr_pct<=p75 AND dist_to_level_R<=p75,34,34,-0.22614411696606102,-0.21585407034716725,0.010290046618893767,0.0
sw-0830-secondleg,atr_pct<=p75 AND dist_to_level_R>p50,25,25,-0.22614411696606102,-0.2067254338652043,0.019418683100856704,0.0
sw-0830-secondleg,atr_pct<=p75 AND dist_to_level_R>p25,36,36,-0.22614411696606102,-0.18290375617298038,0.043240360793080634,0.0
sw-0830-secondleg,atr_pct<=p75 AND htf_aligned<=p75,46,46,-0.22614411696606102,-0.15012954716410865,0.07601456980195237,0.0
sw-0830-secondleg,atr_pct>p50 AND htf_aligned<=p75,31,31,-0.22614411696606102,-0.13463096186300444,0.09151315510305658,0.0
sw-0830-secondleg,atr_pct<=p50 AND risk_pts<=p75,25,25,-0.22614411696606102,-0.20531020257706317,0.020833914388997843,0.0
sw-0830-secondleg,atr_pct<=p50 AND news_day<=p75,31,31,-0.22614411696606102,-0.26613703414657447,-0.039992917180513454,0.0
sw-0830-secondleg,atr_pct<=p50 AND news_day<=p50,31,31,-0.22614411696606102,-0.26613703414657447,-0.039992917180513454,0.0
sw-0830-secondleg,atr_pct<=p50 AND dist_to_level_R<=p75,26,26,-0.22614411696606102,-0.3087893855852837,-0.08264526861922267,0.0
sw-0830-secondleg,atr_pct<=p50 AND htf_aligned<=p75,31,31,-0.22614411696606102,-0.26613703414657447,-0.039992917180513454,0.0
sw-0830-secondleg,atr_pct<=p50 AND htf_aligned<=p50,31,31,-0.22614411696606102,-0.26613703414657447,-0.039992917180513454,0.0
sw-0830-secondleg,atr_pct>p50 AND news_day<=p75,31,31,-0.22614411696606102,-0.13463096186300444,0.09151315510305658,0.0
sw-0830-secondleg,atr_pct>p50 AND news_day<=p50,31,31,-0.22614411696606102,-0.13463096186300444,0.09151315510305658,0.0
sw-0830-secondleg,atr_pct<=p75 AND htf_aligned<=p50,46,46,-0.22614411696606102,-0.15012954716410865,0.07601456980195237,0.0
sw-0830-secondleg,entry_min_into_window>p50 AND news_day<=p75,29,29,-0.22614411696606102,-0.20935402315198293,0.01679009381407809,0.0
sw-0830-secondleg,entry_min_into_window>p50 AND news_day<=p50,29,29,-0.22614411696606102,-0.20935402315198293,0.01679009381407809,0.0
sw-0830-secondleg,entry_min_into_window>p50 AND htf_aligned<=p75,29,29,-0.22614411696606102,-0.20935402315198293,0.01679009381407809,0.0
sw-0830-secondleg,entry_min_into_window>p50 AND htf_aligned<=p50,29,29,-0.22614411696606102,-0.20935402315198293,0.01679009381407809,0.0
sw-0830-secondleg,entry_min_into_window<=p25 AND news_day<=p75,29,29,-0.22614411696606102,-0.28002144958965,-0.05387733262358896,0.0
sw-0830-secondleg,entry_min_into_window<=p25 AND news_day<=p50,29,29,-0.22614411696606102,-0.28002144958965,-0.05387733262358896,0.0
sw-0830-secondleg,entry_min_into_window<=p25 AND htf_aligned<=p75,29,29,-0.22614411696606102,-0.28002144958965,-0.05387733262358896,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND news_day>p25,26,26,-0.22614411696606102,-0.07425556291576263,0.15188855405029839,0.0
sw-0830-secondleg,entry_min_into_window<=p25 AND atr_pct>p25,25,25,-0.22614411696606102,-0.1578803074995556,0.06826380946650543,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND risk_pts<=p75,29,29,-0.22614411696606102,-0.11204055978526031,0.1141035571808007,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND risk_pts>p25,29,29,-0.22614411696606102,-0.06898524133506867,0.15715887563099235,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND news_day<=p75,35,35,-0.22614411696606102,-0.18150289850651588,0.044641218459545134,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND news_day<=p50,35,35,-0.22614411696606102,-0.18150289850651588,0.044641218459545134,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND dist_to_level_R<=p75,29,29,-0.22614411696606102,-0.3148968555908543,-0.08875273862479327,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND dist_to_level_R>p25,27,27,-0.22614411696606102,-0.18619497431751328,0.039949142648547736,0.0
sw-0830-secondleg,entry_min_into_window>p25 AND htf_aligned<=p75,35,35,-0.22614411696606102,-0.18150289850651588,0.044641218459545134,0.0
sw-0830-secondleg,entry_min_into_window<=p25 AND htf_aligned<=p50,29,29,-0.22614411696606102,-0.28002144958965,-0.05387733262358896,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND dist_to_level_R<=p75,33,33,-0.22614411696606102,-0.24779540558394486,-0.021651288617883846,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND dist_to_level_R>p50,28,28,-0.22614411696606102,-0.007471898508671498,0.21867221845738952,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND htf_aligned<=p75,49,49,-0.22614411696606102,-0.07986217010920238,0.14628194685685864,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND htf_aligned<=p50,49,49,-0.22614411696606102,-0.07986217010920238,0.14628194685685864,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND htf_aligned<=p25,28,28,-0.22614411696606102,-0.0022373679344704356,0.22390674903159058,0.0
sw-0830-secondleg,entry_min_into_window<=p75 AND atr_pct<=p75,36,36,-0.22614411696606102,-0.014056299772983921,0.2120878171930771,0.0
