day,E3,E4,best,oracle_sd,pick,month,year
2025-12-18,288.12,0.0,288.12,288.12,E3,2025-12,2025
2025-12-19,590.0,-365.0,590.0,590.0,E3,2025-12,2025
2025-12-22,786.25,-465.0,786.25,786.25,E3,2025-12,2025
2025-12-23,-30.0,745.0,745.0,745.0,E4,2025-12,2025
2025-12-24,-540.0,-375.0,-375.0,0.0,FLAT,2025-12,2025
2025-12-26,86.25,-245.0,86.25,86.25,E3,2025-12,2025
2025-12-29,425.62,180.0,425.62,425.62,E3,2025-12,2025
2025-12-30,-250.0,-345.0,-250.0,0.0,FLAT,2025-12,2025
2025-12-31,-215.0,0.0,0.0,0.0,E4,2025-12,2025
2026-01-02,-432.5,0.0,0.0,0.0,E4,2026-01,2026
2026-01-05,967.5,375.0,967.5,967.5,E3,2026-01,2026
2026-01-06,-296.25,-575.0,-296.25,0.0,FLAT,2026-01,2026
2026-01-07,40.0,-825.0,40.0,40.0,E3,2026-01,2026
2026-01-08,340.0,155.0,340.0,340.0,E3,2026-01,2026
2026-01-09,-136.25,-530.0,-136.25,0.0,FLAT,2026-01,2026
2026-01-12,-520.0,-395.0,-395.0,0.0,FLAT,2026-01,2026
2026-01-13,193.75,155.0,193.75,193.75,E3,2026-01,2026
2026-01-14,-385.0,-485.0,-385.0,0.0,FLAT,2026-01,2026
2026-01-15,-645.0,-690.0,-645.0,0.0,FLAT,2026-01,2026
2026-01-16,-640.0,-420.0,-420.0,0.0,FLAT,2026-01,2026
2026-01-19,-117.5,-540.0,-117.5,0.0,FLAT,2026-01,2026
2026-01-20,-647.5,-535.0,-535.0,0.0,FLAT,2026-01,2026
2026-01-21,0.0,-350.0,0.0,0.0,E3,2026-01,2026
2026-01-22,-195.0,-520.0,-195.0,0.0,FLAT,2026-01,2026
2026-01-23,671.25,560.0,671.25,671.25,E3,2026-01,2026
2026-01-26,-330.0,-405.0,-330.0,0.0,FLAT,2026-01,2026
2026-01-27,-660.0,0.0,0.0,0.0,E4,2026-01,2026
2026-01-28,-270.0,-350.0,-270.0,0.0,FLAT,2026-01,2026
2026-01-29,72.5,515.0,515.0,515.0,E4,2026-01,2026
2026-01-30,-430.0,-860.0,-430.0,0.0,FLAT,2026-01,2026
